,Pressure,Temperature,Phase,Mass,S,H,V,Cp,Vis,F,Structure,Formula,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,Mg#
0,12000.00,1673.15,liquid_0,97.412395,275.876628,-1115935.658816,34.457509,146.320267,1.508,0.9965633474437688,,,48.9364,1.17946,17.0706,1.09767,10.1015,0.153985,8.68671,9.64325,2.61716,0.513282,60.5
1,12000.00,1673.15,orthopyroxene_0,0.995403,2.580825,-12225.803857,0.309233,1.280809,,0.9965633474437688,,opx,Na0.00Ca0.06Fe''0.27Mg1.57Fe'''0.02Ti0.00Al0.17Si1.90O6,54.2383,0.105978,4.13229,0.671565,9.21523,0,29.9446,1.63565,0.0563896,0
0,12000.00,1671.15,liquid_0,97.078610,274.747807,-1112278.855526,34.335314,145.770098,1.518,0.9965789167965229,,,48.9183,1.18315,17.115,1.09904,10.1044,0.154514,8.61386,9.6707,2.62596,0.515047,60.3
1,12000.00,1671.15,orthopyroxene_0,0.334776,0.867371,-4110.448187,0.103966,0.430562,,0.9965789167965229,,opx,Na0.00Ca0.06Fe''0.27Mg1.56Fe'''0.02Ti0.00Al0.17Si1.90O6,54.2077,0.106364,4.15103,0.673922,9.27045,0,29.8758,1.65779,0.0569993,0
0,12000.00,1669.15,liquid_0,96.747484,273.627718,-1108653.464619,34.214113,145.224544,1.528,0.9965942641223197,,,48.9003,1.18684,17.1593,1.1004,10.1072,0.155043,8.54133,9.69805,2.63475,0.516809,60.1
1,12000.00,1669.15,orthopyroxene_0,0.332117,0.859869,-4076.440591,0.103105,0.426941,,0.9965942641223197,,opx,Na0.00Ca0.06Fe''0.27Mg1.56Fe'''0.02Ti0.00Al0.17Si1.90O6,54.177,0.106737,4.16969,0.676256,9.32605,0,29.8064,1.68033,0.0576167,0
0,12000.00,1667.15,liquid_0,96.418975,272.516232,-1105059.010928,34.093892,144.683534,1.538,0.9966093897373535,,,48.8824,1.19052,17.2035,1.10174,10.1097,0.155571,8.46912,9.72529,2.64353,0.51857,59.9
1,12000.00,1667.15,orthopyroxene_0,0.329500,0.852480,-4042.940778,0.102257,0.423374,,0.9966093897373535,,opx,Na0.00Ca0.06Fe''0.28Mg1.56Fe'''0.02Ti0.00Al0.17Si1.90O6,54.1462,0.107095,4.18827,0.678565,9.38201,0,29.7364,1.70329,0.0582418,0
0,12000.00,1665.15,liquid_0,96.093044,271.413218,-1101495.025333,33.974635,144.147002,1.548,0.9966242938640572,,,48.8647,1.19419,17.2476,1.10307,10.1121,0.156099,8.39723,9.75242,2.6523,0.520329,59.7
1,12000.00,1665.15,orthopyroxene_0,0.326923,0.845205,-4009.942215,0.101421,0.419861,,0.9966242938640572,,opx,Na0.00Ca0.07Fe''0.28Mg1.56Fe'''0.02Ti0.00Al0.17Si1.90O6,54.1153,0.107439,4.20677,0.680849,9.43834,0,29.6658,1.72667,0.0588748,0
0,12000.00,1663.15,liquid_0,95.769649,270.318549,-1097961.044564,33.856329,143.614879,1.558,0.9966389766296648,,,48.847,1.19786,17.2916,1.10439,10.1143,0.156626,8.32565,9.77944,2.66105,0.522086,59.5
1,12000.00,1663.15,orthopyroxene_0,0.324385,0.838040,-3977.438587,0.100599,0.416402,,0.9966389766296648,,opx,Na0.00Ca0.07Fe''0.28Mg1.55Fe'''0.02Ti0.00Al0.18Si1.90O6,54.0843,0.107769,4.22518,0.683108,9.49504,0,29.5946,1.75049,0.0595159,0
0,12000.00,1661.15,liquid_0,95.448751,269.232099,-1094456.610998,33.738957,143.087099,1.567,0.9966534380656066,,,48.8295,1.20152,17.3354,1.1057,10.1163,0.157152,8.25439,9.80635,2.6698,0.523841,59.3
1,12000.00,1661.15,orthopyroxene_0,0.321887,0.830986,-3945.423789,0.099789,0.412994,,0.9966534380656066,,opx,Na0.00Ca0.07Fe''0.28Mg1.55Fe'''0.02Ti0.00Al0.18Si1.90O6,54.0533,0.108083,4.2435,0.68534,9.55211,0,29.5228,1.77476,0.0601651,0
0,12000.00,1659.15,liquid_0,95.130313,268.153744,-1090981.272460,33.622506,142.563596,1.577,0.9966676781035005,,,48.8122,1.20518,17.3792,1.10699,10.1181,0.157678,8.18344,9.83315,2.67853,0.525595,59.0
1,12000.00,1659.15,orthopyroxene_0,0.319428,0.824039,-3913.891925,0.098992,0.409639,,0.9966676781035005,,opx,Na0.00Ca0.07Fe''0.28Mg1.55Fe'''0.02Ti0.00Al0.18Si1.90O6,54.0221,0.108382,4.26174,0.687546,9.60956,0,29.4503,1.79949,0.0608227,0
0,12000.00,1657.15,liquid_0,94.814294,267.083362,-1087534.582028,33.506962,142.044304,1.587,0.9966816965787397,,,48.7949,1.20884,17.4229,1.10827,10.1197,0.158204,8.11281,9.85985,2.68725,0.527347,58.8
1,12000.00,1657.15,orthopyroxene_0,0.317008,0.817200,-3882.837309,0.098207,0.406334,,0.9966816965787397,,opx,Na0.00Ca0.07Fe''0.28Mg1.54Fe'''0.02Ti0.00Al0.18Si1.90O6,53.9909,0.108666,4.27988,0.689725,9.66738,0,29.3772,1.8247,0.0614888,0
0,12000.00,1655.15,liquid_0,94.500657,266.020831,-1084116.097839,33.392311,141.529160,1.598,0.9966954932220481,,,48.7778,1.21249,17.4664,1.10954,10.1211,0.158729,8.04248,9.88643,2.69597,0.529097,58.6
1,12000.00,1655.15,orthopyroxene_0,0.314626,0.810466,-3852.254456,0.097435,0.403080,,0.9966954932220481,,opx,Na0.00Ca0.07Fe''0.29Mg1.54Fe'''0.02Ti0.00Al0.18Si1.90O6,53.9596,0.108934,4.29792,0.691876,9.72558,0,29.3035,1.8504,0.0621636,0
0,12000.00,1653.15,liquid_0,94.189365,264.966031,-1080725.382896,33.278539,141.018101,1.608,0.9967090676618251,,,48.7608,1.21613,17.5099,1.11079,10.1223,0.159254,7.97247,9.9129,2.70467,0.530845,58.4
1,12000.00,1653.15,orthopyroxene_0,0.312281,0.803837,-3822.138087,0.096674,0.399876,,0.9967090676618251,,opx,Na0.00Ca0.07Fe''0.29Mg1.54Fe'''0.02Ti0.00Al0.18Si1.90O6,53.9282,0.109185,4.31587,0.693998,9.78415,0,29.2291,1.87661,0.0628472,0
0,12000.00,1651.15,liquid_0,93.880379,263.918844,-1077362.004875,33.165632,140.511062,1.618,0.9967224194215266,,,48.7439,1.21978,17.5532,1.11203,10.1233,0.159778,7.90276,9.93926,2.71336,0.532593,58.2
1,12000.00,1651.15,orthopyroxene_0,0.309974,0.797311,-3792.483126,0.095926,0.396722,,0.9967224194215266,,opx,Na0.00Ca0.07Fe''0.29Mg1.53Fe'''0.02Ti0.00Al0.18Si1.90O6,53.8968,0.10942,4.33371,0.696092,9.84309,0,29.154,1.90334,0.0635399,0
0,12000.00,1649.15,liquid_0,93.573663,262.879154,-1074025.535938,33.053576,140.007983,1.628,0.9940735221586756,,,48.7271,1.22342,17.5965,1.11326,10.1242,0.160302,7.83335,9.96551,2.72204,0.534338,58.0
1,12000.00,1649.15,orthopyroxene_0,0.307704,0.790886,-3763.284693,0.095189,0.393616,,0.9940735221586756,,opx,Na0.00Ca0.07Fe''0.29Mg1.53Fe'''0.02Ti0.00Al0.18Si1.90O6,53.8652,0.109639,4.35145,0.698156,9.90241,0,29.0783,1.9306,0.0642417,0
0,12000.00,1647.15,liquid_0,93.020054,261.149912,-1067885.573294,32.856420,139.117693,1.640,0.9948001562077425,,,48.7053,1.22985,17.6693,1.11416,10.1198,0.161256,7.7322,9.99346,2.73716,0.537519,57.7
1,12000.00,1647.15,clinopyroxene_0,0.554568,1.419735,-6665.805987,0.171247,0.694852,,0.9948001562077425,cpx,Na0.01Ca0.20Fe''0.33Mg1.33Fe'''0.02Ti0.00Al0.23Si1.88O6,52.4002,0.143057,5.3614,0.886886,10.9232,0,24.8389,5.26503,0.18126,0,
0,12000.00,1645.15,liquid_0,92.537326,259.622309,-1062567.323688,32.683953,138.342028,1.651,0.9947272241721068,,,48.6864,1.2355,17.7332,1.11493,10.1158,0.162097,7.64403,10.0172,2.75047,0.540323,57.4
1,12000.00,1645.15,clinopyroxene_0,0.483695,1.237041,-5812.169216,0.149287,0.605423,,0.9947272241721068,cpx,Na0.01Ca0.21Fe''0.33Mg1.32Fe'''0.02Ti0.00Al0.23Si1.88O6,52.3234,0.145449,5.42708,0.897211,10.9422,0,24.6361,5.44149,0.187036,0,
0,12000.00,1643.15,liquid_0,92.050360,258.084679,-1057200.027175,32.510092,137.560244,1.663,0.9946436085948480,,,48.6676,1.24126,17.7979,1.11568,10.1117,0.162954,7.55528,10.0404,2.764,0.543181,57.1
1,12000.00,1643.15,clinopyroxene_0,0.487934,1.246583,-5861.444363,0.150520,0.610068,,0.9946436085948480,cpx,Na0.01Ca0.22Fe''0.33Mg1.31Fe'''0.02Ti0.00Al0.23Si1.87O6,52.2437,0.147995,5.49571,0.908067,10.9563,0,24.4226,5.63238,0.19326,0,
0,12000.00,1641.15,liquid_0,91.558266,256.534562,-1051773.290115,32.334524,136.770950,1.675,0.9945470295763627,,,48.6489,1.24712,17.8637,1.1164,10.1074,0.16383,7.46585,10.063,2.77778,0.5461,56.8
1,12000.00,1641.15,clinopyroxene_0,0.493063,1.258336,-5921.523871,0.152025,0.615783,,0.9945470295763627,cpx,Na0.01Ca0.22Fe''0.33Mg1.30Fe'''0.02Ti0.00Al0.24Si1.87O6,52.1606,0.150727,5.5677,0.919536,10.9645,0,24.1967,5.84022,0.200008,0,
0,12000.00,1639.15,liquid_0,91.059968,254.968982,-1046274.522617,32.156874,135.972463,1.687,0.9944344262010877,,,48.6301,1.2531,17.9305,1.11709,10.103,0.164727,7.37562,10.0848,2.79184,0.549089,56.5
1,12000.00,1639.15,clinopyroxene_0,0.499270,1.272760,-5994.691636,0.153861,0.622792,,0.9944344262010877,cpx,Na0.01Ca0.23Fe''0.33Mg1.28Fe'''0.03Ti0.00Al0.24Si1.87O6,52.0737,0.153682,5.6436,0.931725,10.9653,0,23.9565,6.06818,0.207372,0,
0,12000.00,1637.15,liquid_0,90.554134,253.384272,-1040688.174649,31.976678,135.162708,1.698,0.9943015669387358,,,48.6114,1.25922,17.9987,1.11776,10.0985,0.165647,7.28445,10.1059,2.80623,0.552156,56.3
1,12000.00,1637.15,clinopyroxene_0,0.506806,1.290477,-6084.026857,0.156104,0.631394,,0.9943015669387358,cpx,Na0.02Ca0.24Fe''0.33Mg1.27Fe'''0.03Ti0.00Al0.24Si1.87O6,51.9822,0.156911,5.72408,0.944772,10.957,0,23.699,6.32052,0.215477,0,
0,12000.00,1635.15,liquid_0,90.039088,251.775800,-1034994.587617,31.793348,134.339067,1.711,0.9941423892196828,,,48.5927,1.26551,18.0684,1.1184,10.094,0.166594,7.19215,10.1259,2.821,0.555314,55.9
1,12000.00,1635.15,clinopyroxene_0,0.516022,1.312347,-6193.804748,0.158861,0.642008,,0.9941423892196828,cpx,Na0.02Ca0.25Fe''0.33Mg1.26Fe'''0.03Ti0.00Al0.25Si1.87O6,51.8854,0.160485,5.81007,0.958864,10.9371,0,23.4205,6.60298,0.22449,0,
0,12000.00,1633.15,liquid_0,89.512646,250.137549,-1029168.192103,31.606122,133.498137,1.723,0.9939478122442101,,,48.574,1.27198,18.14,1.11901,10.0894,0.167574,7.09851,10.1447,2.83621,0.55858,55.6
1,12000.00,1633.15,clinopyroxene_0,0.527420,1.339607,-6330.178091,0.162288,0.655232,,0.9939478122442101,cpx,Na0.02Ca0.27Fe''0.33Mg1.24Fe'''0.03Ti0.00Al0.25Si1.87O6,51.782,0.164507,5.90283,0.97426,10.9021,0,23.1159,6.92373,0.234646,0,
0,12000.00,1631.15,liquid_0,88.971875,248.461422,-1023174.526376,31.413973,132.635340,1.735,0.9937034451178513,,,48.5552,1.27869,18.2138,1.11958,10.085,0.168593,7.00322,10.162,2.85195,0.561975,55.3
1,12000.00,1631.15,clinopyroxene_0,0.541753,1.374113,-6502.406941,0.166614,0.671964,,0.9937034451178513,cpx,Na0.02Ca0.28Fe''0.33Mg1.22Fe'''0.03Ti0.00Al0.26Si1.86O6,51.6702,0.169131,6.00419,0.991342,10.8465,0,22.7775,7.29481,0.246286,0,
0,12000.00,1629.15,liquid_0,88.412639,246.736014,-1016964.970229,31.215452,131.744234,1.748,0.9933847651251004,,,48.5362,1.28567,18.2903,1.12012,10.0809,0.169659,6.90588,10.1774,2.86835,0.56553,55.0
1,12000.00,1629.15,clinopyroxene_0,0.560223,1.418810,-6725.242301,0.172209,0.693632,,0.9933847651251004,cpx,Na0.02Ca0.30Fe''0.32Mg1.20Fe'''0.03Ti0.00Al0.26Si1.86O6,51.5474,0.174604,6.11696,1.0107,10.762,0,22.3933,7.73514,0.259941,0,
0,12000.00,1627.15,liquid_0,87.828756,244.944263,-1010466.653227,31.008389,130.815182,1.761,0.9929460025204964,,,48.5172,1.29301,18.3703,1.12062,10.0773,0.170787,6.80592,10.19,2.88558,0.56929,54.6
1,12000.00,1627.15,clinopyroxene_0,0.584877,1.478726,-7023.964142,0.179703,0.722668,,0.9929460025204964,cpx,Na0.02Ca0.32Fe''0.32Mg1.18Fe'''0.03Ti0.00Al0.27Si1.86O6,51.409,0.181361,6.24579,1.03334,10.6339,0,21.9433,8.2768,0.276498,0,
0,12000.00,1625.15,liquid_0,87.210208,243.058527,-1003561.192009,30.789264,129.832587,1.774,0.9922944506662750,,,48.4978,1.30083,18.4552,1.12108,10.0747,0.171998,6.70248,10.1986,2.90394,0.573327,54.3
1,12000.00,1625.15,clinopyroxene_0,0.619551,1.563243,-7446.055756,0.190275,0.763613,,0.9922944506662750,cpx,Na0.02Ca0.35Fe''0.32Mg1.15Fe'''0.03Ti0.01Al0.27Si1.85O6,51.2468,0.190258,6.39919,1.06113,10.4344,0,21.3909,8.9797,0.297588,0,
0,12000.00,1623.15,liquid_0,86.539218,241.029739,-996037.528640,30.551806,128.768793,1.788,0.9912874888580839,,,48.478,1.30934,18.5472,1.1215,10.0743,0.173332,6.59424,10.2004,2.92392,0.577773,53.8
1,12000.00,1623.15,clinopyroxene_0,0.672010,1.691272,-8088.324195,0.206318,0.825615,,0.9912874888580839,cpx,Na0.02Ca0.39Fe''0.31Mg1.12Fe'''0.03Ti0.01Al0.28Si1.85O6,51.0445,0.203202,6.5943,1.09795,10.1053,0,20.6629,9.96536,0.32644,0,
0,12000.00,1621.15,liquid_0,85.786289,238.776553,-987542.816213,30.285569,127.578004,1.802,0.9901498773455587,,,48.4578,1.31887,18.6498,1.12187,10.0782,0.174853,6.47951,10.1898,2.94636,0.582844,53.4
1,12000.00,1621.15,clinopyroxene_0,0.753983,1.891007,-9099.308717,0.231456,0.922320,,0.9901498773455587,cpx,Na0.03Ca0.44Fe''0.29Mg1.06Fe'''0.03Ti0.01Al0.29Si1.84O6,50.7794,0.223867,6.85646,1.15003,9.55788,0,19.6659,11.3991,0.367282,0,
0,12000.00,1619.15,liquid_0,84.942374,236.274479,-977964.192105,29.987290,126.246402,1.817,0.9894467745321918,,,48.4375,1.32949,18.7641,1.1222,10.0882,0.17659,6.35844,10.1632,2.97156,0.588634,52.9
1,12000.00,1619.15,clinopyroxene_0,0.845016,2.111626,-10229.193164,0.259395,1.029194,,0.9894467745321918,cpx,Na0.03Ca0.50Fe''0.27Mg1.01Fe'''0.03Ti0.01Al0.31Si1.84O6,50.5015,0.249571,7.14044,1.20834,8.96224,0,18.6647,12.8639,0.409252,0,
0,12000.00,1617.15,liquid_0,84.047090,233.633702,-967768.792474,29.670911,124.836056,1.833,0.9891184971953205,,,48.4177,1.34076,18.8855,1.12248,10.1026,0.178471,6.23455,10.1245,2.99854,0.594905,52.4
1,12000.00,1617.15,clinopyroxene_0,0.896428,2.234143,-10872.171468,0.275122,1.088566,,0.9891184971953205,cpx,Na0.03Ca0.54Fe''0.26Mg0.98Fe'''0.03Ti0.01Al0.32Si1.83O6,50.2831,0.271247,7.37181,1.25548,8.59084,0,17.9871,13.802,0.43854,0,
0,12000.00,1615.15,liquid_0,83.133695,230.946504,-957350.509100,29.348155,123.398982,1.848,0.9889746336436678,,,48.3991,1.35232,19.0098,1.12271,10.1197,0.180432,6.11062,10.0774,3.02643,0.601441,51.8
1,12000.00,1615.15,clinopyroxene_0,0.914571,2.274797,-11104.172454,0.280596,1.108248,,0.9889746336436678,cpx,Na0.03Ca0.56Fe''0.26Mg0.95Fe'''0.04Ti0.01Al0.33Si1.83O6,50.1036,0.289357,7.56712,1.29449,8.37092,0,17.5107,14.4037,0.460086,0,
0,12000.00,1613.15,liquid_0,82.218305,228.257492,-946901.165565,29.024717,121.960300,1.864,0.9889257648639002,,,48.3818,1.36397,19.1352,1.12287,10.1385,0.182441,5.98781,10.0244,3.05481,0.608137,51.3
1,12000.00,1613.15,clinopyroxene_0,0.916593,2.276061,-11135.781965,0.281099,1.108840,,0.9889257648639002,cpx,Na0.03Ca0.58Fe''0.25Mg0.93Fe'''0.04Ti0.01Al0.33Si1.82O6,49.9447,0.305521,7.74354,1.32922,8.23121,0,17.1382,14.8298,0.477814,0,
0,12000.00,1611.15,liquid_0,81.309012,225.588980,-936517.599740,28.703465,120.532560,1.881,0.9889313609692824,,,48.3658,1.37564,19.2608,1.12296,10.1584,0.184481,5.86656,9.96704,3.08345,0.614938,50.7
1,12000.00,1611.15,clinopyroxene_0,0.910518,2.257721,-11066.101068,0.279106,1.099938,,0.9889313609692824,cpx,Na0.03Ca0.59Fe''0.25Mg0.92Fe'''0.04Ti0.01Al0.34Si1.82O6,49.7977,0.320566,7.90891,1.36144,8.13878,0,16.8262,15.153,0.493432,0,
0,12000.00,1609.15,liquid_0,80.410262,222.953172,-926253.330908,28.385978,119.122622,1.897,0.9889707391266489,,,48.3512,1.38727,19.3858,1.12299,10.1789,0.186543,5.74707,9.90617,3.11224,0.621811,50.2
1,12000.00,1609.15,clinopyroxene_0,0.899994,2.228718,-10940.376135,0.275743,1.085873,,0.9889707391266489,cpx,Na0.04Ca0.60Fe''0.25Mg0.90Fe'''0.04Ti0.01Al0.35Si1.82O6,49.6585,0.334923,8.06713,1.39206,8.07709,0,16.5533,15.4092,0.507767,0,
0,12000.00,1607.15,liquid_0,79.524645,220.357110,-916139.687546,28.073177,117.734444,1.913,0.9890322427443861,,,48.3379,1.39883,19.5102,1.12294,10.1998,0.188621,5.62941,9.8425,3.14109,0.628736,49.6
1,12000.00,1607.15,clinopyroxene_0,0.886880,2.193594,-10781.809042,0.271584,1.068847,,0.9890322427443861,cpx,Na0.04Ca0.61Fe''0.25Mg0.89Fe'''0.04Ti0.01Al0.35Si1.81O6,49.5249,0.348836,8.22036,1.42161,8.03686,0,16.3075,15.6187,0.521266,0,
0,12000.00,1605.15,liquid_0,78.653701,217.804945,-906195.491306,27.765611,116.370359,1.929,0.9891087933387965,,,48.3261,1.41031,19.6335,1.12283,10.2208,0.190709,5.51362,9.77654,3.16995,0.635698,49.0
1,12000.00,1605.15,clinopyroxene_0,0.872221,2.154891,-10603.488596,0.266952,1.050089,,0.9891087933387965,cpx,Na0.04Ca0.62Fe''0.25Mg0.88Fe'''0.04Ti0.01Al0.36Si1.81O6,49.3952,0.362457,8.3699,1.45039,8.01241,0,16.0817,15.7937,0.534199,0,
0,12000.00,1603.15,liquid_0,77.798345,215.299085,-896432.003125,27.463607,115.031724,1.946,0.9891958414322066,,,48.3155,1.42168,19.7557,1.12265,10.2418,0.192806,5.39968,9.70869,3.19879,0.642687,48.4
1,12000.00,1603.15,clinopyroxene_0,0.856648,2.114131,-10413.334230,0.262042,1.030337,,0.9891958414322066,cpx,Na0.04Ca0.63Fe''0.25Mg0.87Fe'''0.04Ti0.01Al0.37Si1.80O6,49.2687,0.375883,8.5166,1.47861,8.00004,0,15.8712,15.9423,0.546737,0,
0,12000.00,1601.15,liquid_0,76.959089,212.840838,-886855.671435,27.167348,113.719278,1.962,0.9892903306283083,,,48.3063,1.43293,19.8766,1.12241,10.2627,0.194909,5.2876,9.63925,3.22758,0.649696,47.9
1,12000.00,1601.15,clinopyroxene_0,0.840560,2.072278,-10216.391004,0.256977,1.010057,,0.9892903306283083,cpx,Na0.04Ca0.63Fe''0.25Mg0.86Fe'''0.04Ti0.01Al0.37Si1.80O6,49.1446,0.389181,8.66103,1.50641,7.99719,0,15.6725,16.0701,0.558995,0,
0,12000.00,1599.15,liquid_0,76.136185,210.430784,-877469.761880,26.876923,112.433351,1.979,0.9893901337717805,,,48.2983,1.44407,19.9963,1.1221,10.2834,0.197015,5.17733,9.56848,3.25629,0.656718,47.3
1,12000.00,1599.15,clinopyroxene_0,0.824220,2.029961,-10015.998249,0.251838,0.989552,,0.9893901337717805,cpx,Na0.04Ca0.64Fe''0.25Mg0.85Fe'''0.04Ti0.01Al0.38Si1.80O6,49.0226,0.402398,8.8036,1.53389,8.00205,0,15.4835,16.1809,0.571055,0,
0,12000.00,1597.15,liquid_0,75.329703,208.069012,-868275.374554,26.592359,111.174002,1.995,0.9894937272290130,,,48.2917,1.45508,20.1145,1.12172,10.3038,0.199125,5.06887,9.49657,3.28491,0.663749,46.7
1,12000.00,1597.15,clinopyroxene_0,0.807809,1.987605,-9814.429908,0.246681,0.969029,,0.9894937272290130,cpx,Na0.04Ca0.64Fe''0.25Mg0.84Fe'''0.04Ti0.01Al0.39Si1.79O6,48.9022,0.415566,8.9446,1.56112,8.01327,0,15.3024,16.2779,0.582976,0,
0,12000.00,1595.15,liquid_0,74.539592,205.755276,-859272.105459,26.313636,109.941098,2.012,0.9895999934144275,,,48.2862,1.46596,20.2314,1.12128,10.3238,0.201235,4.96218,9.42372,3.31342,0.670784,46.1
1,12000.00,1595.15,clinopyroxene_0,0.791448,1.945502,-9613.266700,0.241544,0.948628,,0.9895999934144275,cpx,Na0.04Ca0.64Fe''0.25Mg0.83Fe'''0.04Ti0.01Al0.39Si1.79O6,48.7832,0.428711,9.08426,1.58816,8.02983,0,15.1279,16.3631,0.594802,0,
0,12000.00,1593.15,liquid_0,73.765712,203.489091,-850458.491207,26.040705,108.734376,2.029,0.9897080961084648,,,48.282,1.4767,20.3469,1.12078,10.3433,0.203347,4.85723,9.35005,3.34181,0.677822,45.6
1,12000.00,1593.15,clinopyroxene_0,0.775226,1.903854,-9413.622991,0.236454,0.928447,,0.9897080961084648,cpx,Na0.04Ca0.65Fe''0.25Mg0.82Fe'''0.04Ti0.01Al0.40Si1.79O6,48.6654,0.441851,9.22275,1.61506,8.05094,0,14.959,16.4384,0.606567,0,
0,12000.00,1591.15,liquid_0,73.007864,201.269808,-841832.316266,25.773494,107.553479,2.045,0.9898173990020468,,,48.279,1.4873,20.4609,1.12022,10.3625,0.205457,4.75401,9.27569,3.37008,0.684858,45.0
