,Pressure,Temperature,Phase,Mass,S,H,V,Cp,Vis,F,Structure,Formula,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,Mg#
1,12000.00,1591.15,clinopyroxene_0,0.759204,1.862803,-9216.290732,0.231429,0.908554,,0.9898173990020468,cpx,Na0.04Ca0.65Fe''0.25Mg0.81Fe'''0.05Ti0.01Al0.41Si1.78O6,48.5487,0.454998,9.36018,1.64184,8.07597,0,14.7949,16.505,0.618298,0,
0,12000.00,1589.15,liquid_0,72.265803,199.096659,-833390.830106,25.511916,106.397985,2.062,0.9899274109317180,,,48.2772,1.49777,20.5734,1.11961,10.3811,0.207567,4.65247,9.20077,3.39821,0.69189,44.4
1,12000.00,1589.15,clinopyroxene_0,0.743424,1.822447,-9021.833868,0.226484,0.888998,,0.9899274109317180,cpx,Na0.04Ca0.65Fe''0.25Mg0.80Fe'''0.05Ti0.01Al0.41Si1.78O6,48.433,0.468162,9.49668,1.66855,8.10443,0,14.635,16.5642,0.630016,0,
0,12000.00,1587.15,liquid_0,71.539257,196.968801,-825130.903577,25.255873,105.267429,2.079,0.9900377481003454,,,48.2765,1.50809,20.6845,1.11893,10.3992,0.209675,4.55261,9.12536,3.4262,0.698917,43.8
1,12000.00,1587.15,clinopyroxene_0,0.727918,1.782854,-8830.652035,0.221626,0.869811,,0.9900377481003454,cpx,Na0.05Ca0.65Fe''0.25Mg0.79Fe'''0.05Ti0.01Al0.42Si1.78O6,48.3181,0.481351,9.6323,1.69519,8.13589,0,14.4786,16.6168,0.641738,0,
0,12000.00,1585.15,liquid_0,70.827929,194.885330,-817049.143301,25.005258,104.161314,2.096,0.9901481074476370,,,48.277,1.51826,20.7941,1.11819,10.4168,0.211781,4.45438,9.04957,3.45405,0.705936,43.3
1,12000.00,1585.15,clinopyroxene_0,0.712706,1.744069,-8643.024604,0.216863,0.851014,,0.9901481074476370,cpx,Na0.05Ca0.66Fe''0.25Mg0.79Fe'''0.05Ti0.01Al0.42Si1.77O6,48.204,0.494569,9.76713,1.7218,8.17003,0,14.3255,16.6635,0.653479,0,
0,12000.00,1583.15,liquid_0,70.131511,192.845310,-809141.976429,24.759962,103.079122,2.113,0.9902582475159300,,,48.2786,1.52829,20.9022,1.11741,10.4337,0.213884,4.35778,8.97346,3.48174,0.712946,42.7
1,12000.00,1583.15,clinopyroxene_0,0.697803,1.706122,-8459.141768,0.212199,0.832622,,0.9902582475159300,cpx,Na0.05Ca0.66Fe''0.25Mg0.78Fe'''0.05Ti0.01Al0.43Si1.77O6,48.0906,0.50782,9.90121,1.74838,8.20656,0,14.1751,16.7051,0.665249,0,
0,12000.00,1581.15,liquid_0,69.449685,190.847783,-801405.714112,24.519870,102.020325,2.130,0.9903679744546838,,,48.2813,1.53818,21.0088,1.11656,10.4501,0.215984,4.26277,8.89709,3.50927,0.719946,42.1
1,12000.00,1581.15,clinopyroxene_0,0.683217,1.669028,-8279.126901,0.207636,0.814642,,0.9903679744546838,cpx,Na0.05Ca0.66Fe''0.25Mg0.77Fe'''0.05Ti0.01Al0.44Si1.77O6,47.9779,0.521104,10.0346,1.77494,8.24524,0,14.0273,16.7419,0.67706,0,
0,12000.00,1579.15,liquid_0,68.782128,188.891781,-793836.599412,24.284866,100.984388,2.147,0.9904771316405523,,,48.285,1.54792,21.114,1.11567,10.4659,0.21808,4.16934,8.82054,3.53664,0.726933,41.5
1,12000.00,1579.15,clinopyroxene_0,0.668955,1.632796,-8103.052894,0.203177,0.797079,,0.9904771316405523,cpx,Na0.05Ca0.66Fe''0.26Mg0.76Fe'''0.05Ti0.01Al0.44Si1.76O6,47.8658,0.534423,10.1673,1.8015,8.28587,0,13.8817,16.7745,0.688918,0,
0,12000.00,1577.15,liquid_0,68.128514,186.976331,-786430.843710,24.054833,99.970775,2.164,0.9819736795058118,,,48.2899,1.55751,21.2177,1.11473,10.481,0.220172,4.07746,8.74386,3.56384,0.733907,41.0
1,12000.00,1577.15,clinopyroxene_0,0.655017,1.597426,-7930.954251,0.198821,0.779933,,0.9819736795058118,cpx,Na0.05Ca0.66Fe''0.26Mg0.76Fe'''0.05Ti0.02Al0.45Si1.76O6,47.7542,0.547777,10.2993,1.82807,8.32828,0,13.7382,16.8033,0.700832,0,
0,12000.00,1575.15,liquid_0,66.900356,183.504537,-772472.774869,23.636653,98.066499,2.195,0.9861098535249617,,,48.4143,1.58498,21.2075,1.11589,10.4311,0.224214,3.90451,8.74226,3.62788,0.74738,40.0
1,12000.00,1575.15,garnet_0,1.099520,2.639553,-13215.249050,0.298570,1.296716,,0.9861098535249617,,(Ca0.21Fe''0.30Mg0.49)3Al2Si3O12,40.8476,0,23.1057,0,14.6587,0,13.5289,7.85902,0,0,
2,12000.00,1575.15,clinopyroxene_0,0.128585,0.312990,-1558.130188,0.039015,0.152819,,0.9861098535249617,cpx,Na0.05Ca0.68Fe''0.25Mg0.73Fe'''0.05Ti0.02Al0.45Si1.76O6,47.5866,0.587465,10.4546,1.88104,8.14116,0,13.3465,17.2774,0.725266,0,
0,12000.00,1573.15,liquid_0,65.972710,180.852969,-761950.862790,23.317662,96.630087,2.220,0.9863420407914817,,,48.4865,1.60403,21.2469,1.11593,10.4101,0.227367,3.77303,8.70321,3.67498,0.757889,39.2
1,12000.00,1573.15,garnet_0,0.581262,1.393689,-6977.979616,0.157735,0.684744,,0.9863420407914817,,(Ca0.21Fe''0.30Mg0.49)3Al2Si3O12,40.8091,0,23.0839,0,14.7954,0,13.3595,7.95211,0,0,
2,12000.00,1573.15,clinopyroxene_0,0.348017,0.845995,-4217.342441,0.105537,0.413100,,0.9863420407914817,cpx,Na0.05Ca0.69Fe''0.25Mg0.72Fe'''0.05Ti0.02Al0.46Si1.75O6,47.4509,0.614749,10.5915,1.92058,8.08701,0,13.0969,17.4954,0.742908,0,
0,12000.00,1571.15,liquid_0,65.073279,178.281985,-751760.948030,23.008496,95.238818,2.244,0.9865833984250425,,,48.5597,1.6229,21.2854,1.11581,10.388,0.230509,3.64463,8.66279,3.72187,0.768365,38.5
1,12000.00,1571.15,garnet_0,0.565557,1.354368,-6781.389809,0.153372,0.665501,,0.9865833984250425,,(Ca0.21Fe''0.31Mg0.48)3Al2Si3O12,40.7706,0,23.0622,0,14.9326,0,13.191,8.04353,0,0,
2,12000.00,1571.15,clinopyroxene_0,0.335518,0.814581,-4065.793229,0.101690,0.397800,,0.9865833984250425,cpx,Na0.05Ca0.70Fe''0.25Mg0.71Fe'''0.05Ti0.02Al0.47Si1.75O6,47.3177,0.642083,10.7251,1.95962,8.0462,0,12.8613,17.6879,0.760085,0,
0,12000.00,1569.15,liquid_0,64.201848,175.790819,-741900.424717,22.709077,93.892261,2.269,0.9868303397937344,,,48.6338,1.64157,21.3228,1.11555,10.3648,0.233638,3.51934,8.62124,3.76849,0.778794,37.7
1,12000.00,1569.15,garnet_0,0.550171,1.315903,-6589.065935,0.149101,0.646677,,0.9868303397937344,,(Ca0.21Fe''0.31Mg0.48)3Al2Si3O12,40.7323,0,23.0405,0,15.0702,0,13.0236,8.13345,0,0,
2,12000.00,1569.15,clinopyroxene_0,0.322914,0.783020,-3912.693451,0.097813,0.382426,,0.9868303397937344,cpx,Na0.06Ca0.71Fe''0.25Mg0.70Fe'''0.06Ti0.02Al0.47Si1.74O6,47.1865,0.669573,10.8561,1.99829,8.01615,0,12.6369,17.8596,0.776913,0,
0,12000.00,1567.15,liquid_0,63.357972,173.378080,-732363.943421,22.419246,92.589633,2.294,0.9870802246333490,,,48.7087,1.66003,21.3591,1.11515,10.3403,0.23675,3.39717,8.57878,3.81481,0.789167,36.9
1,12000.00,1567.15,garnet_0,0.535131,1.278354,-6401.316504,0.144929,0.628303,,0.9870802246333490,,(Ca0.22Fe''0.31Mg0.47)3Al2Si3O12,40.6941,0,23.0189,0,15.2079,0,12.857,8.22204,0,0,
2,12000.00,1567.15,clinopyroxene_0,0.310407,0.751799,-3760.603466,0.093970,0.367217,,0.9870802246333490,cpx,Na0.06Ca0.71Fe''0.25Mg0.69Fe'''0.06Ti0.02Al0.48Si1.74O6,47.0569,0.697302,10.9849,2.03673,7.99497,0,12.4217,18.014,0.793475,0,
0,12000.00,1565.15,liquid_0,62.541051,171.041959,-723144.317231,22.138791,91.329916,2.318,0.9873310779115972,,,48.7843,1.67827,21.3943,1.1146,10.3147,0.239842,3.27811,8.53557,3.86079,0.799475,36.2
1,12000.00,1565.15,garnet_0,0.520459,1.241771,-6218.395455,0.140862,0.610402,,0.9873310779115972,,(Ca0.22Fe''0.32Mg0.47)3Al2Si3O12,40.6561,0,22.9974,0,15.3459,0,12.6913,8.30943,0,0,
2,12000.00,1565.15,clinopyroxene_0,0.298133,0.721234,-3611.192039,0.090200,0.352325,,0.9873310779115972,cpx,Na0.06Ca0.72Fe''0.25Mg0.67Fe'''0.06Ti0.02Al0.48Si1.74O6,46.9284,0.725333,11.1119,2.07503,7.98123,0,12.2143,18.1539,0.809833,0,
0,12000.00,1563.15,liquid_0,61.750381,168.780374,-714233.146888,21.867463,90.111936,2.343,0.9875814056954806,,,48.8606,1.69628,21.4283,1.11392,10.288,0.242913,3.16213,8.49175,3.90641,0.809712,35.4
1,12000.00,1563.15,garnet_0,0.506172,1.206192,-6040.486078,0.136903,0.592992,,0.9875814056954806,,(Ca0.22Fe''0.32Mg0.46)3Al2Si3O12,40.6181,0,22.9759,0,15.4839,0,12.5263,8.39574,0,0,
2,12000.00,1563.15,clinopyroxene_0,0.286177,0.691524,-3465.545494,0.086530,0.337848,,0.9875814056954806,cpx,Na0.06Ca0.73Fe''0.25Mg0.66Fe'''0.06Ti0.02Al0.49Si1.73O6,46.8009,0.753721,11.2374,2.11324,7.97384,0,12.0135,18.2814,0.826032,0,
0,12000.00,1561.15,liquid_0,60.985193,166.591072,-705621.261151,21.604991,88.934424,2.368,0.9878300701084776,,,48.9373,1.71405,21.4613,1.1131,10.2601,0.245961,3.04921,8.44743,3.95165,0.819871,34.6
1,12000.00,1561.15,garnet_0,0.492280,1.171636,-5867.702412,0.133057,0.576084,,0.9878300701084776,,(Ca0.22Fe''0.32Mg0.45)3Al2Si3O12,40.5803,0,22.9545,0,15.622,0,12.3622,8.48105,0,0,
2,12000.00,1561.15,clinopyroxene_0,0.274594,0.662794,-3324.359148,0.082976,0.323848,,0.9878300701084776,cpx,Na0.06Ca0.73Fe''0.25Mg0.65Fe'''0.06Ti0.02Al0.50Si1.73O6,46.6741,0.78251,11.3616,2.15144,7.97193,0,11.8184,18.398,0.842106,0,
0,12000.00,1559.15,liquid_0,60.244679,164.471701,-697299.031665,21.351092,87.796056,2.392,0.9880762017800915,,,49.0146,1.73158,21.4932,1.11216,10.2311,0.248985,2.9393,8.40273,3.99648,0.829949,33.9
1,12000.00,1559.15,garnet_0,0.478790,1.138116,-5700.097142,0.129325,0.559682,,0.9880762017800915,,(Ca0.23Fe''0.33Mg0.45)3Al2Si3O12,40.5426,0,22.9332,0,15.7601,0,12.1987,8.56545,0,0,
2,12000.00,1559.15,clinopyroxene_0,0.263416,0.635118,-3188.060445,0.079548,0.310359,,0.9880762017800915,cpx,Na0.06Ca0.74Fe''0.25Mg0.64Fe'''0.06Ti0.02Al0.50Si1.73O6,46.5477,0.81174,11.4847,2.18967,7.97481,0,11.6282,18.5051,0.858083,0,
0,12000.00,1557.15,liquid_0,59.528013,162.419863,-689256.600299,21.105474,86.695481,2.417,0.9883191369619103,,,49.0922,1.74887,21.524,1.11108,10.2009,0.251982,2.83236,8.35772,4.0409,0.839941,33.1
1,12000.00,1557.15,garnet_0,0.465702,1.105631,-5537.671275,0.125706,0.543788,,0.9883191369619103,,(Ca0.23Fe''0.33Mg0.44)3Al2Si3O12,40.5049,0,22.9119,0,15.8982,0,12.036,8.649,0,0,
2,12000.00,1557.15,clinopyroxene_0,0.252664,0.608534,-3056.890694,0.076252,0.297402,,0.9883191369619103,cpx,Na0.06Ca0.74Fe''0.25Mg0.63Fe'''0.06Ti0.02Al0.51Si1.72O6,46.4217,0.841449,11.6068,2.22798,7.98192,0,11.4423,18.6039,0.873984,0,
0,12000.00,1555.15,liquid_0,58.834360,160.433151,-681484.044144,20.867844,85.631343,2.442,0.9762475433319416,,,49.1702,1.76591,21.5538,1.10988,10.1697,0.254953,2.72834,8.31247,4.08489,0.849844,32.4
1,12000.00,1555.15,garnet_0,0.453015,1.074173,-5380.383604,0.122199,0.528397,,0.9762475433319416,,(Ca0.23Fe''0.33Mg0.44)3Al2Si3O12,40.4674,0,22.8907,0,16.0363,0,11.8739,8.73178,0,0,
2,12000.00,1555.15,clinopyroxene_0,0.242344,0.583055,-2930.960744,0.073090,0.284982,,0.9762475433319416,cpx,Na0.06Ca0.74Fe''0.25Mg0.62Fe'''0.06Ti0.02Al0.51Si1.72O6,46.2958,0.871668,11.7282,2.2664,7.99282,0,11.2601,18.6952,0.889823,0,
0,12000.00,1553.15,liquid_0,57.438233,156.529588,-664661.742431,20.369026,83.516606,2.457,0.9748074650051384,,,49.2296,1.80644,21.4529,1.11977,10.2536,0.26115,2.655,8.21811,4.13474,0.868662,31.6
1,12000.00,1553.15,garnet_0,0.538619,1.275737,-6388.455052,0.145174,0.627659,,0.9748074650051384,,(Ca0.23Fe''0.34Mg0.43)3Al2Si3O12,40.4343,0,22.8719,0,16.207,0,11.7581,8.72867,0,0,
2,12000.00,1553.15,clinopyroxene_0,0.153331,0.368587,-1852.703599,0.046214,0.180172,,0.9748074650051384,cpx,Na0.07Ca0.74Fe''0.25Mg0.62Fe'''0.06Ti0.03Al0.51Si1.72O6,46.2397,0.903706,11.7293,2.2955,8.07928,0,11.1634,18.6866,0.902492,0,
3,12000.00,1553.15,feldspar_0,0.705543,1.781187,-9343.958681,0.263093,0.873618,,0.9748074650051384,,K0.01Na0.34Ca0.65Al1.65Si2.35O8,51.665,0,30.9094,0,0,0,0,13.4453,3.83065,0.149679,
0,12000.00,1551.15,liquid_0,55.993494,152.496892,-647171.785699,19.851142,81.331675,2.470,0.9752996392761076,,,49.2838,1.85086,21.3316,1.13138,10.3554,0.267888,2.58791,8.11786,4.18441,0.888879,30.8
1,12000.00,1551.15,garnet_0,0.528675,1.250821,-6261.904869,0.142376,0.615512,,0.9752996392761076,,(Ca0.23Fe''0.34Mg0.43)3Al2Si3O12,40.4019,0,22.8536,0,16.3825,0,11.6497,8.71227,0,0,
2,12000.00,1551.15,clinopyroxene_0,0.131452,0.315731,-1586.714382,0.039593,0.154348,,0.9752996392761076,cpx,Na0.07Ca0.74Fe''0.25Mg0.61Fe'''0.07Ti0.03Al0.51Si1.72O6,46.1932,0.936816,11.7122,2.32346,8.17695,0,11.079,18.6637,0.91463,0,
3,12000.00,1551.15,feldspar_0,0.786947,1.986403,-10422.373920,0.293580,0.974336,,0.9752996392761076,,K0.01Na0.34Ca0.65Al1.65Si2.35O8,51.8448,0,30.7868,0,0,0,0,13.3021,3.90987,0.156408,
0,12000.00,1549.15,liquid_0,54.612733,148.642553,-630461.257060,19.355999,79.245046,2.483,0.9757674866889644,,,49.3355,1.89549,21.2104,1.14298,10.457,0.274661,2.5226,8.0194,4.23294,0.909092,30.1
1,12000.00,1549.15,garnet_0,0.503610,1.190218,-5956.838065,0.135515,0.585799,,0.9757674866889644,,(Ca0.23Fe''0.34Mg0.43)3Al2Si3O12,40.3696,0,22.8353,0,16.5576,0,11.5416,8.69591,0,0,
2,12000.00,1549.15,clinopyroxene_0,0.122810,0.294732,-1480.892734,0.036965,0.144095,,0.9757674866889644,cpx,Na0.07Ca0.74Fe''0.26Mg0.61Fe'''0.07Ti0.03Al0.51Si1.72O6,46.1453,0.970846,11.6956,2.35176,8.27435,0,10.9937,18.6417,0.926728,0,
3,12000.00,1549.15,feldspar_0,0.756698,1.909756,-10022.064458,0.282422,0.936808,,0.9757674866889644,,K0.01Na0.35Ca0.64Al1.64Si2.36O8,52.0243,0,30.6644,0,0,0,0,13.1593,3.98879,0.163335,
0,12000.00,1547.15,liquid_0,53.291650,144.954605,-614477.509911,18.882071,77.250073,2.495,0.9762127467342788,,,49.3847,1.94033,21.0892,1.15457,10.5584,0.28147,2.45902,7.9227,4.28035,0.929302,29.3
1,12000.00,1547.15,garnet_0,0.480178,1.133600,-5671.897123,0.129103,0.558038,,0.9762127467342788,,(Ca0.23Fe''0.35Mg0.42)3Al2Si3O12,40.3373,0,22.8171,0,16.7324,0,11.4336,8.67956,0,0,
2,12000.00,1547.15,clinopyroxene_0,0.114918,0.275560,-1384.296227,0.034566,0.134733,,0.9762127467342788,cpx,Na0.07Ca0.74Fe''0.26Mg0.61Fe'''0.07Ti0.03Al0.51Si1.72O6,46.0959,1.00584,11.6794,2.38042,8.37148,0,10.9076,18.6205,0.938785,0,
3,12000.00,1547.15,feldspar_0,0.728366,1.837963,-9647.123981,0.271969,0.901658,,0.9762127467342788,,K0.01Na0.36Ca0.63Al1.63Si2.37O8,52.2032,0,30.5422,0,0,0,0,13.0167,4.06739,0.170464,
0,12000.00,1545.15,liquid_0,52.026329,141.422153,-599172.635946,18.427967,75.340708,2.507,0.9766370040341611,,,49.4316,1.98538,20.968,1.16617,10.6596,0.288316,2.3971,7.82768,4.32666,0.949508,28.6
1,12000.00,1545.15,garnet_0,0.458235,1.080613,-5405.288546,0.123102,0.532055,,0.9766370040341611,,(Ca0.23Fe''0.35Mg0.42)3Al2Si3O12,40.3052,0,22.7989,0,16.9068,0,11.326,8.6632,0,0,
2,12000.00,1545.15,clinopyroxene_0,0.107704,0.258047,-1296.065198,0.032374,0.126180,,0.9766370040341611,cpx,Na0.07Ca0.74Fe''0.26Mg0.60Fe'''0.07Ti0.03Al0.51Si1.72O6,46.045,1.04186,11.6638,2.40945,8.46834,0,10.8207,18.6001,0.950801,0,
3,12000.00,1545.15,feldspar_0,0.701780,1.770589,-9295.285261,0.262158,0.868675,,0.9766370040341611,,K0.01Na0.36Ca0.63Al1.63Si2.37O8,52.3817,0,30.4203,0,0,0,0,12.8745,4.14562,0.177797,
0,12000.00,1543.15,liquid_0,50.813199,138.035256,-584502.942655,17.992417,73.511431,2.519,0.9770417039048498,,,49.476,2.03066,20.847,1.17776,10.7607,0.295199,2.33678,7.73432,4.37188,0.969712,27.9
1,12000.00,1543.15,garnet_0,0.437651,1.030941,-5155.416923,0.117476,0.507697,,0.9770417039048498,,(Ca0.23Fe''0.35Mg0.42)3Al2Si3O12,40.273,0,22.7807,0,17.0809,0,11.2185,8.64682,0,0,
2,12000.00,1543.15,clinopyroxene_0,0.101109,0.242039,-1215.433583,0.030370,0.118363,,0.9770417039048498,cpx,Na0.07Ca0.74Fe''0.27Mg0.60Fe'''0.07Ti0.03Al0.51Si1.71O6,45.9925,1.07894,11.6485,2.43888,8.56496,0,10.733,18.5805,0.962774,0,
3,12000.00,1543.15,feldspar_0,0.676787,1.707248,-8964.531697,0.252934,0.837668,,0.9770417039048498,,K0.01Na0.37Ca0.62Al1.62Si2.38O8,52.5596,0,30.2989,0,0,0,0,12.7328,4.22345,0.185339,
0,12000.00,1541.15,liquid_0,49.648994,134.784825,-570428.497675,17.574262,71.757199,2.530,0.9774281660385505,,,49.5181,2.07616,20.726,1.18936,10.8618,0.302121,2.27802,7.64255,4.41605,0.989914,27.2
1,12000.00,1541.15,garnet_0,0.418312,0.984302,-4920.859288,0.112193,0.484825,,0.9774281660385505,,(Ca0.23Fe''0.36Mg0.41)3Al2Si3O12,40.241,0,22.7626,0,17.2548,0,11.1113,8.63039,0,0,
2,12000.00,1541.15,clinopyroxene_0,0.095076,0.227403,-1141.717050,0.028538,0.111214,,0.9774281660385505,cpx,Na0.07Ca0.74Fe''0.27Mg0.59Fe'''0.07Ti0.03Al0.51Si1.71O6,45.9383,1.11715,11.6338,2.4687,8.66131,0,10.6443,18.5617,0.974702,0,
3,12000.00,1541.15,feldspar_0,0.653253,1.647596,-8653.065440,0.244246,0.808471,,0.9774281660385505,,K0.01Na0.38Ca0.61Al1.61Si2.39O8,52.7368,0,30.1778,0,0,0,0,12.5916,4.30085,0.193092,
0,12000.00,1539.15,liquid_0,48.530723,131.662534,-556912.730284,17.172441,70.073393,2.541,0.9777975966063117,,,49.5577,2.12188,20.6051,1.20096,10.9629,0.309083,2.22075,7.55234,4.45917,1.01011,26.5
1,12000.00,1539.15,garnet_0,0.400114,0.940447,-4700.343245,0.107224,0.463315,,0.9777975966063117,,(Ca0.23Fe''0.36Mg0.41)3Al2Si3O12,40.209,0,22.7445,0,17.4284,0,11.0043,8.6139,0,0,
2,12000.00,1539.15,clinopyroxene_0,0.089556,0.214017,-1074.302881,0.026862,0.104676,,0.9777975966063117,cpx,Na0.07Ca0.74Fe''0.27Mg0.59Fe'''0.07Ti0.03Al0.51Si1.71O6,45.8825,1.15655,11.6195,2.49893,8.7574,0,10.5549,18.5437,0.986583,0,
3,12000.00,1539.15,feldspar_0,0.631054,1.591326,-8359.280097,0.236049,0.780930,,0.9777975966063117,,K0.01Na0.38Ca0.60Al1.60Si2.40O8,52.9132,0,30.0571,0,0,0,0,12.4508,4.37779,0.201062,
0,12000.00,1537.15,liquid_0,47.455640,128.660737,-543922.081928,16.785976,68.455771,2.552,0.9781510989592692,,,49.595,2.16785,20.4843,1.21258,11.064,0.316085,2.16494,7.46363,4.50126,1.03031,25.9
1,12000.00,1537.15,garnet_0,0.382965,0.899147,-4492.728216,0.102545,0.443059,,0.9781510989592692,,(Ca0.23Fe''0.37Mg0.40)3Al2Si3O12,40.177,0,22.7264,0,17.6018,0,10.8975,8.59734,0,0,
2,12000.00,1537.15,clinopyroxene_0,0.084505,0.201772,-1012.641310,0.025329,0.098694,,0.9781510989592692,cpx,Na0.07Ca0.74Fe''0.28Mg0.58Fe'''0.07Ti0.03Al0.51Si1.71O6,45.8248,1.19722,11.6057,2.5296,8.85323,0,10.4645,18.5265,0.998414,0,
3,12000.00,1537.15,feldspar_0,0.610083,1.538163,-8081.737269,0.228304,0.754913,,0.9781510989592692,,K0.01Na0.39Ca0.60Al1.60Si2.40O8,53.0889,0,29.9369,0,0,0,0,12.3107,4.45424,0.20925,
0,12000.00,1535.15,liquid_0,46.421219,125.772403,-531425.698913,16.413974,66.900437,2.562,0.9784896831339255,,,49.63,2.21405,20.3637,1.2242,11.1652,0.323128,2.11053,7.37639,4.54234,1.05051,25.2
1,12000.00,1535.15,garnet_0,0.366783,0.860202,-4296.989331,0.098131,0.423955,,0.9784896831339255,,(Ca0.23Fe''0.37Mg0.40)3Al2Si3O12,40.1451,0,22.7084,0,17.775,0,10.7909,8.58069,0,0,
2,12000.00,1535.15,clinopyroxene_0,0.079883,0.190569,-956.238098,0.023927,0.093222,,0.9784896831339255,cpx,Na0.07Ca0.74Fe''0.28Mg0.58Fe'''0.07Ti0.03Al0.51Si1.71O6,45.7653,1.23921,11.5924,2.5607,8.94879,0,10.3733,18.5102,1.01019,0,
3,12000.00,1535.15,feldspar_0,0.590243,1.487859,-7819.146310,0.220975,0.730297,,0.9784896831339255,,K0.01Na0.40Ca0.59Al1.59Si2.41O8,53.2638,0,29.8172,0,0,0,0,12.1711,4.53018,0.217661,
